,0
395,Cdk9
396,Sh2d3c
397,Slc2a8
398,Lrsam1
399,Angptl2
400,Zbtb43
401,Rabepk
402,Stom
403,Ggta1
404,Zbtb6
405,Zbtb26
406,Crb2
407,Wdsub1
408,Cd302
409,B3galt1
410,Bbs5
411,Fastkd1
412,Phospho2
413,Mettl5
414,Metap1d
415,Gpr155
416,Wipf1
417,Hoxd1
418,Hoxd4
419,Haglr
420,Hnrnpa3
421,Ttc30a1
422,Rbm45
423,Fkbp7
424,Dusp19
425,Tfpi
426,Zdhhc5
427,Serping1
428,Slc43a1
429,Slc43a3
430,Ptpmt1
431,Slc39a13
432,Madd
433,Zfp408
434,Harbi1
435,Dgkz
436,Pex16
437,Slc35c1
438,Alkbh3
439,2810002D19Rik
440,Traf6
441,Commd9
442,Fjx1
443,Cd59a
444,Tcp11l1
445,Pax6
446,Dnajc24
447,Ccdc34
448,Scg5
449,Arhgap11a
450,Thbs1
451,Eif2ak4
452,Bmf
453,5430417L22Rik
454,Bahd1
455,Chst14
456,Rpusd2
457,Ccdc32
458,Zfyve19
459,Vps18
460,Oip5
461,Mapkbp1
462,Ehd4
463,Tmem87a
464,Lrrc57
465,Lcmt2
466,Adal
467,Zscan29
468,Ckmt1
469,Serf2
470,Wdr76
471,Spg11
472,Sord
473,Gatm
474,Dtwd1
475,Blvra
476,Mrps5
477,Zfp661
478,Nphp1
479,Bcl2l11
480,Ttl
481,Chchd5
482,Stk35
483,Pced1a
484,Ddrgk1
485,Mrps26
486,Fastkd5
487,Ubox5
488,Cenpb
489,Mavs
490,Ap5s1
491,Smox
492,Rassf2
493,Tmem230
494,1110034G24Rik
495,Chgb
496,Crls1
497,Mcm8
498,Ndufaf5
499,Mgme1
500,Polr3f
501,Naa20
502,Insm1
503,Zfp120
504,Zfp442
505,Acss1
506,Entpd6
507,Scrt2
508,Srxn1
509,Sox12
510,Mcts2
511,Kif3b
512,2500004C02Rik
513,Pofut1
514,Dnmt3b
515,Cdk5rap1
516,Pxmp4
517,E2f1
518,Ahcy
519,Ggt7
520,Acss2
521,Mmp24
522,Romo1
523,Tgif2
524,Dsn1
525,Samhd1
526,Manbal
527,Tgm2
