,0
846,Plxdc2
847,Maml2
848,Rnd3
849,Lmna
850,Slc25a35
851,Hspa12b
852,3110056K07Rik
853,Tmem18
854,Mcur1
855,Dnah1
856,Unc119
857,Egr2
858,Slc36a4
859,Map3k1
860,Ripk2
861,Lrp1
862,2310022B05Rik
863,Slc39a11
864,Zfp952
865,Mbnl1
866,Ggnbp2
867,Vmp1
868,Stom
869,Ofd1
870,Atxn7
871,Cpt1a
872,Zfp160
873,Smarcd2
874,Tbc1d10b
875,Rtf1
876,Sema6a
877,Gcc2
878,Tigd2
879,Rpain
880,Mgat2
881,Zfp27
882,Pck2
883,Ift81
884,Pam
885,Pygl
886,Zfp418
887,Spata1
888,Egln1
889,Phf20l1
890,Bcl2
891,Figf
892,Trpm3
893,Fam216a
894,Slc41a1
895,Atp1b2
896,Immp2l
897,Dnase2a
898,Zfp746
899,Chuk
900,Zfp955b
901,Smad4
902,Slc33a1
903,Prrc1
904,Akr1b8
905,Rnf185
906,Dzip1
907,Hook3
908,Haghl
909,Lysmd2
910,Golga1
911,Rfxank
912,Eps8l1
913,Zfp281
914,Sostdc1
915,Ppap2b
916,Nsun4
917,B130024G19Rik
918,Tns1
919,Khdrbs1
920,Zfp870
921,Itga11
922,Mgst1
923,Pi4kb
924,Traf5
925,Rab3il1
926,Pcdh9
927,Fgf9
928,Zfyve16
929,Arhgap42
930,Rbm4
931,Fam13a
932,Acvr1
933,Fbxo3
934,Herpud2
935,Lrba
936,4930447C04Rik
937,Gm10336
938,Rnf217
939,Gucy1a3
940,Csgalnact1
941,Polm
942,Usf1
943,Creb3l2
944,Mtpn
945,Zfp867
946,Tmem159
947,Aldh5a1
948,Bmp2k
949,Dok1
950,Zfp825
951,Ctdspl
952,Ube2q1
953,Phlda3
954,Susd5
955,Jmjd8
956,Tekt1
957,Fbxw5
958,Cdkn2c
959,8430429K09Rik.1
960,Zfp53
961,Slitrk4
962,Ddx58
963,Rps6ka5
964,Zfp94
965,Cacna2d3
966,Zfp382
967,Rps6kb1
968,Tcirg1
969,Prpf4b
970,Uggt2
971,Pcf11
972,Nphp3
973,Sncaip
974,Zfp429
975,Ugdh
976,Anxa7
977,Nsun6
978,9830147E19Rik
979,Fam161a
980,Prkag1
